Site_Code,Location,Date,Latitude,Longitude,nh,no23,din,tss,chl,sio2,tp,sal
D7,Suisun,2012-03-19,38.11714,-122.0397,0.13,0.58,0.71,135,1.9,15.8,0.18,3.6
D7,Suisun,2012-04-16,38.11714,-122.0397,0.06,0.35,0.41,77,3.67,17.6,0.165,0.5
D7,Suisun,2012-05-15,38.11714,-122.0397,0.04,0.3,0.34,105,5.34,13.9,0.16,2.7
D7,Suisun,2012-06-14,38.11714,-122.0397,0.07,0.46,0.53,120,2.72,12,0.18,10.7
D7,Suisun,2012-07-12,38.11714,-122.0397,0.04,0.31,0.35,153,2.76,14.7,0.24,9.2
D7,Suisun,2012-08-13,38.11714,-122.0397,0.035,0.29,0.325,22,1.9,14.6,0.11,9.1
D7,Suisun,2012-09-10,38.11714,-122.0397,0.05,0.38,0.43,21,1.95,13.3,0.11,11.2
D7,Suisun,2012-10-09,38.11714,-122.0397,0.07,0.38,0.45,20,1.03,11.7,0.12,11.9
D7,Suisun,2012-11-08,38.11714,-122.0397,0.12,0.34,0.46,52,1.11,1.7,0.13,15.7
D7,Suisun,2012-12-11,38.11714,-122.0397,0.145,0.48,0.625,128,0.96,16.2,0.19,2
D7,Suisun,2013-01-23,38.11714,-122.0397,0.15,0.46,0.61,21,0.92,14.9,0.09,11
D7,Suisun,2013-02-22,38.11714,-122.0397,0.15,0.5,0.65,31.5,2.63,16.4,0.12,5.9
D7,Suisun,2013-03-25,38.11714,-122.0397,0.06,0.42,0.48,64,3.27,13.6,0.1,7.6
D7,Suisun,2013-04-23,38.11714,-122.0397,0.09,0.42,0.51,72,3.24,12.4,0.14,12.5
D7,Suisun,2013-05-21,38.11714,-122.0397,0.08,0.54,0.62,79,1.84,12.7,0.15,9
D7,Suisun,2013-06-19,38.11714,-122.0397,0.04,0.5,0.54,44,2.09,14.5,0.15,9
D7,Suisun,2013-07-18,38.11714,-122.0397,0.04,0.49,0.53,135,2.04,14.8,0.24,10.8
D7,Suisun,2013-08-15,38.11714,-122.0397,0.06,0.38,0.44,32,1.72,13.2,0.08,10.7
D7,Suisun,2013-09-26,38.11714,-122.0397,0.0995,0.465,0.5645,42,1.77,14.1,0.14,10.5
D7,Suisun,2013-10-14,38.11714,-122.0397,0.092,0.376,0.468,78,1.42,13.3,0.115,14.3
D7,Suisun,2013-11-13,38.11714,-122.0397,0.12,0.49,0.61,50,1.74,12.3,0.12,16.1
D7,Suisun,2013-12-12,38.11714,-122.0397,0.16,0.46,0.62,69,1.38,12.4,0.16,18.9
MD10,Delta,1976-01-20,38.04381,-121.4188,0.08,1.42,1.5,21,8.34,19,0.16,0.2
MD10,Delta,1976-02-17,38.04381,-121.4188,0.06,0.85,0.91,28,4.75,19,0.16,0.2
MD10,Delta,1976-03-09,38.04381,-121.4188,NA,0.81,NA,24,4.32,19,0.16,0.2
MD10,Delta,1976-03-22,38.04381,-121.4188,0.03,0.61,0.64,26,3.55,19,0.1,0.1
MD10,Delta,1976-04-05,38.04381,-121.4188,0.04,0.41,0.45,30,6.02,19,0.14,0.1
MD10,Delta,1976-04-19,38.04381,-121.4188,0.09,0.24,0.33,35,22.38,17,0.18,0.2
MD10,Delta,1976-05-06,38.04381,-121.4188,NA,0.18,NA,46,44.77,17,0.11,0.1
MD10,Delta,1976-05-20,38.04381,-121.4188,0.03,0.11,0.14,49,20.84,15,NA,0.1
MD10,Delta,1976-06-03,38.04381,-121.4188,NA,0.2,NA,45,5.71,16,0.16,0.1
MD10,Delta,1976-06-17,38.04381,-121.4188,NA,0.3,NA,26,4.48,18,0.21,0.1
MD10,Delta,1976-07-06,38.04381,-121.4188,0.06,0.33,0.39,35,6.64,20,0.22,0.1
MD10,Delta,1976-07-19,38.04381,-121.4188,NA,0.2,NA,29,13.43,17,0.18,0.1
MD10,Delta,1976-08-03,38.04381,-121.4188,NA,0.12,NA,31,12.04,17,0.15,0.1
MD10,Delta,1976-08-26,38.04381,-121.4188,NA,0.12,NA,30,6.79,19,0.2,0.1
MD10,Delta,1976-09-14,38.04381,-121.4188,NA,0.3,NA,27,7.1,18,0.2,0.1
MD10,Delta,1976-09-27,38.04381,-121.4188,NA,0.18,NA,26,6.95,18,0.25,0.2
MD10,Delta,1976-10-12,38.04381,-121.4188,0.01,0.17,0.18,22,7.11,18,0.22,0.2
MD10,Delta,1976-10-28,38.04381,-121.4188,0.03,0.42,0.45,26,4.48,17,0.2,0.2
MD10,Delta,1976-11-09,38.04381,-121.4188,0.02,0.45,0.47,16,6.33,17,0.21,0.2
MD10,Delta,1976-12-14,38.04381,-121.4188,0.06,0.76,0.82,20,1.85,13,0.15,0.2
MD10,Delta,1977-01-25,38.04381,-121.4188,0.13,1.7,1.83,18,3.4,20,0.17,0.3
MD10,Delta,1977-02-23,38.04381,-121.4188,0.07,1.2,1.27,22,5.87,21,0.12,0.3
MD10,Delta,1977-03-09,38.04381,-121.4188,0.02,0.7,0.72,25,5.4,18,0.11,0.2
MD10,Delta,1977-03-28,38.04381,-121.4188,0.04,0.6,0.64,33,8.64,19,0.2,0.2
MD10,Delta,1977-04-12,38.04381,-121.4188,0.01,0.3,0.31,37,37.82,11,0.13,0.2
MD10,Delta,1977-04-25,38.04381,-121.4188,0.03,0.1,0.13,49,9.88,8.8,0.15,0.2
MD10,Delta,1977-05-10,38.04381,-121.4188,0.04,0.47,0.51,39,5.71,10,0.14,0.2
MD10,Delta,1977-05-24,38.04381,-121.4188,NA,0.35,NA,35,4.48,13,0.14,0.2
MD10,Delta,1977-06-06,38.04381,-121.4188,0.01,0.33,0.34,24,4.32,15,0.11,0.2
MD10,Delta,1977-06-22,38.04381,-121.4188,NA,0.46,NA,25,4.94,15,0.16,0.2
MD10,Delta,1977-07-06,38.04381,-121.4188,NA,0.33,NA,28,6.95,16,0.19,0.2
MD10,Delta,1977-07-21,38.04381,-121.4188,NA,0.17,NA,26,10.5,16,0.14,0.2
MD10,Delta,1977-08-08,38.04381,-121.4188,0.04,0.13,0.17,21,15.44,16,0.12,0.2
MD10,Delta,1977-08-22,38.04381,-121.4188,0.04,0.17,0.21,19,20.07,16,0.16,0.2
MD10,Delta,1977-09-01,38.04381,-121.4188,0.2,0.03,0.23,30,21.61,12,0.14,0.2
MD10,Delta,1977-09-20,38.04381,-121.4188,0.06,0.11,0.17,18,10.96,14,0.18,0.2
MD10,Delta,1977-10-05,38.04381,-121.4188,NA,0.1,NA,24,12.81,15,0.15,0.2
MD10,Delta,1977-10-17,38.04381,-121.4188,NA,0.19,NA,NA,7.72,16,0.14,0.2
MD10,Delta,1977-11-15,38.04381,-121.4188,0.07,0.37,0.44,NA,3.58,17,0.17,0.3
MD10,Delta,1977-12-14,38.04381,-121.4188,0.11,0.83,0.94,19,2.01,21,0.12,0.3
MD10,Delta,1978-01-11,38.04381,-121.4188,0.4,2.1,2.5,106,3.71,14,0.66,0.1
MD10,Delta,1978-02-14,38.04381,-121.4188,0.28,2.2,2.48,46,1.98,16,0.35,0.3
MD10,Delta,1978-03-14,38.04381,-121.4188,0.23,1.6,1.83,31,3.58,16,0.46,0.2
MD10,Delta,1978-04-03,38.04381,-121.4188,0.06,0.76,0.82,32,5.87,14,0.29,0.2
MD10,Delta,1978-04-17,38.04381,-121.4188,0.08,0.43,0.51,31,6.02,14,NA,0.2
MD10,Delta,1978-05-01,38.04381,-121.4188,0.05,0.54,0.59,46,9.73,14,0.25,0.1
MD10,Delta,1978-05-15,38.04381,-121.4188,0.03,0.37,0.4,56,8.34,12,NA,0.1
MD10,Delta,1978-06-12,38.04381,-121.4188,0.05,0.48,0.53,66,5.4,16,0.25,0.1
MD10,Delta,1978-06-26,38.04381,-121.4188,0.06,0.48,0.54,49,6.48,16,NA,0.1
MD10,Delta,1978-07-10,38.04381,-121.4188,NA,0.33,NA,57,5.06,15,0.18,0.1
MD10,Delta,1978-07-24,38.04381,-121.4188,0.04,0.28,0.32,40,8.65,14,NA,0.1
MD10,Delta,1978-08-08,38.04381,-121.4188,0.05,0.21,0.26,31,5.31,22,0.13,0.1
MD10,Delta,1978-08-21,38.04381,-121.4188,0.02,0.12,0.14,30,19.14,12,NA,0.1
MD10,Delta,1978-09-11,38.04381,-121.4188,0.03,0.05,0.08,21,14.82,12,0.11,0.1
MD10,Delta,1978-09-25,38.04381,-121.4188,0.01,0.04,0.05,18,21.61,12,NA,0.1
MD10,Delta,1978-10-10,38.04381,-121.4188,0.02,0.03,0.05,20,14.82,11,0.11,0.1
MD10,Delta,1978-10-23,38.04381,-121.4188,0.03,0.05,0.08,20,10.13,12,NA,0.1
MD10,Delta,1978-11-20,38.04381,-121.4188,0.06,0.24,0.3,18,9.76,11,0.11,0.1
MD10,Delta,1978-12-04,38.04381,-121.4188,0.14,0.27,0.41,23,29.33,13,0.14,0.1
MD10,Delta,1979-01-16,38.04381,-121.4188,0.66,1.7,2.36,81,5.25,12,0.72,0.2
MD10,Delta,1979-02-15,38.04381,-121.4188,NA,1.1,NA,30,7.41,14,0.19,0.3
MD10,Delta,1979-03-05,38.04381,-121.4188,0.16,0.97,1.13,41,6.18,14,0.28,0.2
MD10,Delta,1979-03-19,38.04381,-121.4188,0.04,0.52,0.56,31,24.4,14,NA,0.2
MD10,Delta,1979-04-02,38.04381,-121.4188,0.01,0.02,0.03,44,61.75,10,0.18,0.2
MD10,Delta,1979-04-17,38.04381,-121.4188,0.01,0.01,0.02,47,26.56,11,NA,0.2
MD10,Delta,1979-05-01,38.04381,-121.4188,0.01,0.03,0.04,39,24.09,17,0.17,0.1
MD10,Delta,1979-05-21,38.04381,-121.4188,0.02,0.12,0.14,35,18.53,22,NA,0.1
MD10,Delta,1979-06-04,38.04381,-121.4188,0.16,0.05,0.21,43,27.17,14,0.17,0.1
MD10,Delta,1979-06-18,38.04381,-121.4188,0.18,0.32,0.5,56,7.17,16,NA,0.1
MD10,Delta,1979-07-02,38.04381,-121.4188,0.06,0.35,0.41,48,10.01,17,0.17,0.1
MD10,Delta,1979-07-16,38.04381,-121.4188,0.05,0.27,0.32,44,10.63,18,NA,0.1
MD10,Delta,1979-08-13,38.04381,-121.4188,0.03,0.1,0.13,33,12.97,17,0.16,0.1
MD10,Delta,1979-08-27,38.04381,-121.4188,0.04,0.13,0.17,38,NA,16,NA,0.1
MD10,Delta,1979-09-11,38.04381,-121.4188,0.04,0.07,0.11,34,12.97,17,0.14,0.1
MD10,Delta,1979-09-24,38.04381,-121.4188,0.13,0.05,0.18,28,8.8,17,NA,0.1
MD10,Delta,1979-10-09,38.04381,-121.4188,0.03,0.16,0.19,27,7.66,15,0.14,0.1
MD10,Delta,1979-10-22,38.04381,-121.4188,0.05,0.19,0.24,30,6.64,16,NA,0.1
MD10,Delta,1979-11-26,38.04381,-121.4188,0.04,0.46,0.5,21,3.4,17,0.13,0.1
MD10,Delta,1979-12-05,38.04381,-121.4188,0.03,0.55,0.58,25,4.64,18,0.15,0.1
MD10,Delta,1980-02-06,38.04381,-121.4188,0.1,0.67,0.77,36,1.86,14,0.17,0.2
MD10,Delta,1980-03-10,38.04381,-121.4188,0.08,0.67,0.75,24,8.65,15,0.23,0.2
MD10,Delta,1980-03-24,38.04381,-121.4188,0.02,0.48,0.5,36,11.12,14,NA,0.2
MD10,Delta,1980-04-07,38.04381,-121.4188,0.01,0.22,0.23,29,17.76,11,0.15,0.2
MD10,Delta,1980-04-21,38.04381,-121.4188,0.02,0.13,0.15,34,29.03,11,NA,0.2
MD10,Delta,1980-05-05,38.04381,-121.4188,0.05,0.37,0.42,31,5.72,14,0.17,0.2
MD10,Delta,1980-05-19,38.04381,-121.4188,0.04,0.43,0.47,32,4.48,10,NA,0.1
MD10,Delta,1980-06-03,38.04381,-121.4188,0.05,0.36,0.41,40,4.79,15,0.21,0.1
MD10,Delta,1980-06-17,38.04381,-121.4188,0.05,0.31,0.36,30,4.33,14,NA,0.1
MD10,Delta,1980-07-01,38.04381,-121.4188,0.08,0.25,0.33,32,NA,15,0.17,0.1
MD10,Delta,1980-07-15,38.04381,-121.4188,0.06,0.28,0.34,30,5.44,15,NA,0.1
MD10,Delta,1980-08-04,38.04381,-121.4188,0.03,0.12,0.15,18,10.13,15,0.16,0.1
MD10,Delta,1980-08-18,38.04381,-121.4188,0.03,0.16,0.19,17,9.89,16,NA,0.1
MD10,Delta,1980-09-02,38.04381,-121.4188,0.07,0.09,0.16,18,10.26,16,0.12,0.1
MD10,Delta,1980-09-15,38.04381,-121.4188,0.03,0.04,0.07,19,12.11,16,NA,0.1
MD10,Delta,1980-10-14,38.04381,-121.4188,0.03,0.11,0.14,21,NA,16,0.15,0.1
MD10,Delta,1980-10-27,38.04381,-121.4188,0.04,0.22,0.26,26,7.17,18,NA,0.1
MD10,Delta,1980-11-12,38.04381,-121.4188,0.05,0.33,0.38,20,4.08,16,0.11,0.2
MD10,Delta,1980-12-10,38.04381,-121.4188,0.14,0.56,0.7,14,2.47,16,0.18,0.2
MD10,Delta,1981-01-08,38.04381,-121.4188,0.18,0.86,1.04,20,NA,18,0.18,0.2
MD10,Delta,1981-02-24,38.04381,-121.4188,0.13,1.5,1.63,29,2.97,19,0.28,0.2
MD10,Delta,1981-03-10,38.04381,-121.4188,0.09,1.2,1.29,25,7.91,17,0.16,0.3
MD10,Delta,1981-03-24,38.04381,-121.4188,0.37,0.86,1.23,24,10.75,12,0.32,0.2
MD10,Delta,1981-04-09,38.04381,-121.4188,0.02,0.28,0.3,32,44.62,16,0.2,0.2
MD10,Delta,1981-04-27,38.04381,-121.4188,0.02,0.02,0.04,27,22.54,15,NA,0.1
MD10,Delta,1981-05-11,38.04381,-121.4188,0.03,0.21,0.24,27,11.12,14,0.16,0.1
MD10,Delta,1981-05-26,38.04381,-121.4188,0.02,0.1,0.12,35,4.94,12,0.17,0.1
MD10,Delta,1981-06-08,38.04381,-121.4188,0.06,0.3,0.36,37,4.02,17,0.19,0.1
MD10,Delta,1981-06-23,38.04381,-121.4188,0.04,0.41,0.45,26,1.24,18,NA,0.1
MD10,Delta,1981-07-06,38.04381,-121.4188,0.03,0.31,0.34,27,3.86,16,0.19,0.1
MD10,Delta,1981-07-21,38.04381,-121.4188,0.03,0.18,0.21,21,4.79,17,NA,0.1
MD10,Delta,1981-08-04,38.04381,-121.4188,0.03,0.14,0.17,21,4.02,17,0.14,0.1
MD10,Delta,1981-08-18,38.04381,-121.4188,0.02,0.08,0.1,14,NA,18,NA,0.1
MD10,Delta,1981-09-01,38.04381,-121.4188,0.03,0.06,0.09,18,3.4,16,0.13,0.1
MD10,Delta,1981-09-15,38.04381,-121.4188,0.03,0.06,0.09,18,4.17,17,NA,0.1
MD10,Delta,1981-10-05,38.04381,-121.4188,0.01,0.06,0.07,14,6.64,18,0.12,0.2
MD10,Delta,1981-10-19,38.04381,-121.4188,NA,NA,NA,13,4.94,17,NA,NA
MD10,Delta,1981-11-16,38.04381,-121.4188,0.04,0.45,0.49,12,4.17,18,0.14,0.3
MD10,Delta,1981-12-14,38.04381,-121.4188,0.09,0.74,0.83,17,1.24,20,0.18,0.2
MD10,Delta,1982-01-27,38.04381,-121.4188,0.24,1.5,1.74,34,1.24,17,0.35,0.2
MD10,Delta,1982-02-10,38.04381,-121.4188,0.1,1.1,1.2,23,2.62,13,0.27,0.2
MD10,Delta,1982-03-01,38.04381,-121.4188,0.09,0.95,1.04,31,3.71,16,0.29,0.2
MD10,Delta,1982-03-15,38.04381,-121.4188,0.12,0.76,0.88,30,6.33,16,NA,0.2
MD10,Delta,1982-04-13,38.04381,-121.4188,0.18,0.45,0.63,33,1.08,14,0.36,0.1
MD10,Delta,1982-05-17,38.04381,-121.4188,0.06,0.19,0.25,22,14.36,11,0.19,0.1
MD10,Delta,1982-06-14,38.04381,-121.4188,0.09,0.29,0.38,36,2.62,15,0.2,0.1
MD10,Delta,1982-06-28,38.04381,-121.4188,0.07,0.33,0.4,33,10.03,14,0.18,0.1
MD10,Delta,1982-07-12,38.04381,-121.4188,0.07,0.39,0.46,36,9.73,14,0.17,0.1
MD10,Delta,1982-07-26,38.04381,-121.4188,0.04,0.24,0.28,33,8.95,14,NA,0.1
MD10,Delta,1982-08-09,38.04381,-121.4188,0.04,0.19,0.23,26,9.11,16,0.14,0.1
MD10,Delta,1982-08-25,38.04381,-121.4188,0.02,0.11,0.13,14,9.26,15,NA,0.1
MD10,Delta,1982-09-07,38.04381,-121.4188,0.04,0.12,0.16,24,6.79,15,0.13,0.1
MD10,Delta,1982-09-20,38.04381,-121.4188,0.04,0.14,0.18,20,3.09,15,NA,0.1
MD10,Delta,1982-10-05,38.04381,-121.4188,0.03,0.21,0.24,20,7.26,14,0.12,0.1
MD10,Delta,1982-10-19,38.04381,-121.4188,0.02,0.15,0.17,16,6.18,13,NA,0.1
MD10,Delta,1982-11-04,38.04381,-121.4188,0.04,0.23,0.27,15,2.78,14,0.13,0.1
MD10,Delta,1982-12-02,38.04381,-121.4188,0.32,0.57,0.89,121,4.63,14,0.55,0.1
MD10,Delta,1983-01-03,38.04381,-121.4188,0.12,0.68,0.8,16,1.7,14,0.19,0.2
MD10,Delta,1983-02-03,38.04381,-121.4188,0.2,1.2,1.4,39,1.24,14,0.3,0.1
MD10,Delta,1983-03-21,38.04381,-121.4188,0.17,0.54,0.71,30,2.47,15,0.25,0.1
MD10,Delta,1983-04-04,38.04381,-121.4188,0.12,0.71,0.83,27,5.71,16,0.18,0.2
MD10,Delta,1983-05-02,38.04381,-121.4188,0.39,0.43,0.82,18,14.67,14,0.32,0.1
MD10,Delta,1983-06-14,38.04381,-121.4188,0.07,0.25,0.32,21,7.1,12,0.16,0.1
MD10,Delta,1983-07-14,38.04381,-121.4188,0.02,0.19,0.21,20,12.81,9.2,0.12,0.1
MD10,Delta,1983-08-15,38.04381,-121.4188,0.02,0.2,0.22,17,12.04,14,0.14,0.1
MD10,Delta,1983-09-26,38.04381,-121.4188,0.04,0.33,0.37,20,7.56,16,0.1,0.1
MD10,Delta,1983-10-11,38.04381,-121.4188,0.05,0.37,0.42,26,5.56,11,0.12,0.1
MD10,Delta,1983-11-07,38.04381,-121.4188,0.04,0.32,0.36,18,4,11,0.1,0.1
MD10,Delta,1983-12-07,38.04381,-121.4188,0.23,1.1,1.33,21,0.93,16,0.22,0.2
MD10,Delta,1984-01-23,38.04381,-121.4188,0.16,0.72,0.88,19,2.78,14,0.15,0.2
MD10,Delta,1984-02-07,38.04381,-121.4188,0.08,0.77,0.85,13,4.01,13,0.12,0.2
MD10,Delta,1984-03-08,38.04381,-121.4188,0.07,0.87,0.94,12,4.17,16,0.23,0.2
MD10,Delta,1984-04-09,38.04381,-121.4188,0.04,0.14,0.18,19,9.26,14,0.13,0.1
MD10,Delta,1984-05-07,38.04381,-121.4188,0.03,0.28,0.31,18,6.18,16,0.15,0.1
MD10,Delta,1984-06-04,38.04381,-121.4188,0.03,0.24,0.27,19,4.17,14,0.15,0.1
MD10,Delta,1984-07-05,38.04381,-121.4188,0.03,0.24,0.27,17,4.94,14,0.15,0.1
MD10,Delta,1984-07-17,38.04381,-121.4188,0.04,0.17,0.21,22,5.56,NA,NA,0.1
MD10,Delta,1984-08-02,38.04381,-121.4188,0.02,0.13,0.15,20,8.03,15,0.1,0.1
MD10,Delta,1984-08-16,38.04381,-121.4188,0.05,0.1,0.15,23,6.48,NA,NA,0.1
MD10,Delta,1984-09-13,38.04381,-121.4188,0.03,0.08,0.11,18,7.56,14,0.12,0.1
MD10,Delta,1984-09-27,38.04381,-121.4188,0.03,0.17,0.2,21,8.49,15,NA,0.1
MD10,Delta,1984-10-15,38.04381,-121.4188,0.03,0.14,0.17,27,8.95,13,0.14,0.1
MD10,Delta,1984-11-27,38.04381,-121.4188,0.08,0.68,0.76,18,6.02,15,0.16,0.2
MD10,Delta,1984-12-12,38.04381,-121.4188,0.2,1.1,1.3,20,5.71,17,0.3,0.2
MD10,Delta,1985-01-09,38.04381,-121.4188,0.12,1.6,1.72,15,4.48,13,0.19,0.3
MD10,Delta,1985-02-11,38.04381,-121.4188,0.31,1.1,1.41,40,10.19,12,0.38,0.2
MD10,Delta,1985-03-12,38.04381,-121.4188,0.05,0.73,0.78,12,9.57,18,0.14,0.2
MD10,Delta,1985-03-28,38.04381,-121.4188,0.04,0.34,0.38,24,28.56,14,NA,0.2
MD10,Delta,1985-04-12,38.04381,-121.4188,0.03,0.12,0.15,22,36.43,13,0.18,0.1
MD10,Delta,1985-04-25,38.04381,-121.4188,0.07,0.14,0.21,20,3.86,13,NA,0.1
MD10,Delta,1985-05-10,38.04381,-121.4188,0.01,0.18,0.19,23,25.01,12,0.12,0.1
MD10,Delta,1985-05-24,38.04381,-121.4188,0.01,0.01,0.02,31,21.92,8.1,NA,0.1
MD10,Delta,1985-06-11,38.04381,-121.4188,NA,0.16,NA,26,25.63,9.5,0.15,0.1
MD10,Delta,1985-06-25,38.04381,-121.4188,0.03,0.3,0.33,25,5.25,13,NA,0.1
MD10,Delta,1985-07-08,38.04381,-121.4188,0.04,0.37,0.41,32,4.17,15,0.15,0.1
MD10,Delta,1985-07-23,38.04381,-121.4188,0.04,0.27,0.31,24,6.64,16,NA,0.1
MD10,Delta,1985-08-06,38.04381,-121.4188,0.03,0.16,0.19,20,7.26,16,0.12,0.1
MD10,Delta,1985-08-22,38.04381,-121.4188,0.02,0.15,0.17,16,12.5,16,NA,0.1
MD10,Delta,1985-09-04,38.04381,-121.4188,0.04,0.19,0.23,18,5.4,16,0.14,0.1
MD10,Delta,1985-09-18,38.04381,-121.4188,0.02,0.24,0.26,21,6.33,16,NA,0.1
MD10,Delta,1985-10-03,38.04381,-121.4188,0.03,0.19,0.22,12,5.09,15,0.15,0.1
MD10,Delta,1985-10-18,38.04381,-121.4188,0.03,0.24,0.27,11,5.87,14,NA,0.1
MD10,Delta,1985-11-19,38.04381,-121.4188,0.04,0.37,0.41,11,3.24,14,0.19,0.2
MD10,Delta,1985-12-04,38.04381,-121.4188,0.26,0.8,1.06,20,1.85,15,0.25,0.2
MD10,Delta,1986-01-15,38.04381,-121.4188,0.19,1.1,1.29,22,1.85,19,0.29,0.2
MD10,Delta,1986-02-13,38.04381,-121.4188,0.21,1.3,1.51,19,1.08,18,0.35,0.3
MD10,Delta,1986-03-18,38.04381,-121.4188,0.19,0.76,0.95,31,1.7,13,0.36,0.1
MD10,Delta,1986-04-16,38.04381,-121.4188,0.08,0.37,0.45,11,5.4,9,0.17,0.1
MD10,Delta,1986-05-15,38.04381,-121.4188,0.06,0.47,0.53,21,2.16,8.8,0.18,0.2
MD10,Delta,1986-06-03,38.04381,-121.4188,0.01,0.1,0.11,NA,21.15,NA,0.17,0.1
MD10,Delta,1986-06-12,38.04381,-121.4188,0.01,0.06,0.07,24,45.54,2.9,0.14,0.1
MD10,Delta,1986-07-15,38.04381,-121.4188,0.03,0.19,0.22,28,10.5,10,0.15,0.1
MD10,Delta,1986-07-29,38.04381,-121.4188,NA,0.08,NA,NA,17.75,NA,0.14,0.1
MD10,Delta,1986-08-12,38.04381,-121.4188,0.01,0.08,0.09,32,27.02,6.7,0.18,0.1
MD10,Delta,1986-08-26,38.04381,-121.4188,0.03,0.06,0.09,26,17.29,11,NA,0.1
MD10,Delta,1986-09-09,38.04381,-121.4188,0.03,0.08,0.11,22,9.11,13,0.14,0.1
MD10,Delta,1986-09-23,38.04381,-121.4188,0.03,0.14,0.17,18,7.41,14,NA,0.1
MD10,Delta,1986-10-22,38.04381,-121.4188,0.03,0.18,0.21,16,7.41,13,0.11,0.1
MD10,Delta,1986-11-21,38.04381,-121.4188,0.04,0.32,0.36,11,4.32,14,0.11,0.1
MD10,Delta,1986-12-09,38.04381,-121.4188,0.06,0.45,0.51,11,3.09,16,0.12,0.1
MD10,Delta,1987-01-06,38.04381,-121.4188,0.08,0.8,0.88,15,2.16,15,0.13,0.2
MD10,Delta,1987-02-05,38.04381,-121.4188,0.12,1.1,1.22,20,4.01,16,0.14,0.3
MD10,Delta,1987-03-05,38.04381,-121.4188,0.14,1.3,1.44,23,3.4,18,0.26,0.3
MD10,Delta,1987-04-06,38.04381,-121.4188,0.03,0.89,0.92,24,8.65,15,0.21,0.2
MD10,Delta,1987-04-20,38.04381,-121.4188,0.03,0.45,0.48,19,6.33,15,NA,0.2
MD10,Delta,1987-05-04,38.04381,-121.4188,0.03,0.38,0.41,22,5.56,15,0.19,0.1
MD10,Delta,1987-05-18,38.04381,-121.4188,0.04,0.31,0.35,20,NA,15,NA,0.1
MD10,Delta,1987-06-03,38.04381,-121.4188,0.02,0.6,0.62,15,4.17,15,0.18,0.2
MD10,Delta,1987-06-17,38.04381,-121.4188,0.02,0.4,0.42,19,5.56,12,NA,0.2
MD10,Delta,1987-07-02,38.04381,-121.4188,0.02,0.39,0.41,19,3.4,14,0.18,0.1
MD10,Delta,1987-07-17,38.04381,-121.4188,0.03,0.28,0.31,28,4.79,15,NA,0.1
MD10,Delta,1987-08-03,38.04381,-121.4188,0.02,0.21,0.23,18,8.8,15,0.16,0.1
MD10,Delta,1987-08-14,38.04381,-121.4188,0.02,0.17,0.19,14,5.71,14,NA,0.1
MD10,Delta,1987-09-01,38.04381,-121.4188,0.01,0.04,0.05,13,13.12,14,0.14,0.1
MD10,Delta,1987-09-15,38.04381,-121.4188,0.02,0.07,0.09,19,10.34,12,NA,0.1
MD10,Delta,1987-10-13,38.04381,-121.4188,0.02,0.26,0.28,15,6.33,14,0.18,0.1
MD10,Delta,1987-10-27,38.04381,-121.4188,0.03,0.41,0.44,18,NA,15,NA,0.1
MD10,Delta,1987-11-03,38.04381,-121.4188,0.03,0.52,0.55,13,3.24,14,0.16,0.2
MD10,Delta,1987-11-17,38.04381,-121.4188,0.04,0.79,0.83,9,2.01,15,0.18,0.2
MD10,Delta,1987-12-01,38.04381,-121.4188,0.07,0.86,0.93,7,1.54,17,0.22,0.2
MD10,Delta,1988-01-11,38.04381,-121.4188,0.21,0.9,1.11,16,0.93,19,0.25,0.2
MD10,Delta,1988-02-23,38.04381,-121.4188,0.06,0.36,0.42,12,2.93,20,0.15,0.2
MD10,Delta,1988-03-10,38.04381,-121.4188,0.03,0.55,0.58,17,4.94,18,0.14,0.2
MD10,Delta,1988-03-24,38.04381,-121.4188,0.06,0.28,0.34,16,5.25,17,NA,0.2
MD10,Delta,1988-04-07,38.04381,-121.4188,0.04,0.3,0.34,20,8.65,17,0.12,0.1
MD10,Delta,1988-04-21,38.04381,-121.4188,0.08,0.25,0.33,14,3.71,17,NA,0.1
MD10,Delta,1988-05-05,38.04381,-121.4188,0.04,0.36,0.4,25,6.48,17,0.2,0.1
MD10,Delta,1988-05-23,38.04381,-121.4188,0.01,0.12,0.13,36,31.96,11,NA,0.1
MD10,Delta,1988-06-06,38.04381,-121.4188,NA,0.04,NA,33,34.58,5.7,0.18,0.1
MD10,Delta,1988-06-20,38.04381,-121.4188,0.03,0.31,0.34,24,6.48,12,NA,0.1
MD10,Delta,1988-07-05,38.04381,-121.4188,0.04,0.34,0.38,21,4.31,15,0.18,0.1
MD10,Delta,1988-07-18,38.04381,-121.4188,0.02,0.27,0.29,18,5.4,17,NA,0.1
MD10,Delta,1988-08-02,38.04381,-121.4188,0.02,0.15,0.17,18,6.64,17,0.14,0.1
MD10,Delta,1988-08-17,38.04381,-121.4188,NA,0.12,NA,14,8.49,16,NA,0.1
MD10,Delta,1988-09-01,38.04381,-121.4188,0.01,0.06,0.07,14,8.8,16,0.13,0.1
MD10,Delta,1988-09-15,38.04381,-121.4188,0.02,0.18,0.2,12,7.91,17,NA,0.1
MD10,Delta,1988-10-03,38.04381,-121.4188,0.01,0.13,0.14,10,12.81,17,0.16,0.1
MD10,Delta,1988-10-17,38.04381,-121.4188,0.02,0.16,0.18,12,4.63,15,0.14,0.1
